4.912556494399686e-05,3.463863246679021e-05,1.688932425813643e-05,1.6821140809769718e-05,7.55629439322956e-05
4.912556494399686e-05,1.7319316233395106e-05,1.688932425813643e-05,3.3642281619539436e-05,3.77814719661478e-05
4.912556494399686e-05,1.7319316233395106e-05,1.688932425813643e-05,3.3642281619539436e-05,3.77814719661478e-05
4.912556494399686e-05,0.00036370564090129723,8.444662129068216e-05,0.00010092684485861832,7.55629439322956e-05
4.912556494399686e-05,1.7319316233395106e-05,5.06679727744093e-05,1.6821140809769718e-05,3.77814719661478e-05
4.912556494399686e-05,1.7319316233395106e-05,3.377864851627286e-05,1.6821140809769718e-05,3.77814719661478e-05
4.912556494399686e-05,1.7319316233395106e-05,5.06679727744093e-05,1.6821140809769718e-05,3.77814719661478e-05
4.912556494399686e-05,1.7319316233395106e-05,3.377864851627286e-05,1.6821140809769718e-05,3.77814719661478e-05
4.912556494399686e-05,3.463863246679021e-05,1.688932425813643e-05,1.6821140809769718e-05,3.77814719661478e-05
4.912556494399686e-05,1.7319316233395106e-05,1.688932425813643e-05,3.3642281619539436e-05,3.77814719661478e-05
4.912556494399686e-05,1.7319316233395106e-05,3.377864851627286e-05,3.3642281619539436e-05,3.77814719661478e-05
4.912556494399686e-05,0.00012123521363376573,8.444662129068216e-05,0.00010092684485861832,7.55629439322956e-05
4.912556494399686e-05,1.7319316233395106e-05,3.377864851627286e-05,1.6821140809769718e-05,3.77814719661478e-05
4.912556494399686e-05,3.463863246679021e-05,3.377864851627286e-05,1.6821140809769718e-05,3.77814719661478e-05
4.912556494399686e-05,1.7319316233395106e-05,3.377864851627286e-05,5.046342242930916e-05,3.77814719661478e-05
4.912556494399686e-05,5.1957948700185316e-05,3.377864851627286e-05,5.046342242930916e-05,3.77814719661478e-05
4.912556494399686e-05,0.00022515111103413638,0.00035467580942086507,0.00040370737943447326,0.0002266888317968868
4.912556494399686e-05,0.00015587384610055594,0.00011822526980695502,0.0001850325489074669,0.0001511258878645912
4.912556494399686e-05,3.463863246679021e-05,5.06679727744093e-05,3.3642281619539436e-05,3.77814719661478e-05
4.912556494399686e-05,3.463863246679021e-05,1.688932425813643e-05,1.6821140809769718e-05,3.77814719661478e-05
4.912556494399686e-05,3.463863246679021e-05,1.688932425813643e-05,1.6821140809769718e-05,3.77814719661478e-05
4.912556494399686e-05,1.7319316233395106e-05,3.377864851627286e-05,5.046342242930916e-05,3.77814719661478e-05
4.912556494399686e-05,1.7319316233395106e-05,1.688932425813643e-05,3.3642281619539436e-05,3.77814719661478e-05
4.912556494399686e-05,1.7319316233395106e-05,1.688932425813643e-05,0.00010092684485861832,0.0001133444158984434
4.912556494399686e-05,1.7319316233395106e-05,3.377864851627286e-05,8.41057040488486e-05,3.77814719661478e-05
4.912556494399686e-05,0.00013855452986716085,5.06679727744093e-05,1.6821140809769718e-05,3.77814719661478e-05
4.912556494399686e-05,0.0003983442733680874,0.0007769089158742758,0.0006392033507712493,0.00034003324769533023
4.912556494399686e-05,1.7319316233395106e-05,3.377864851627286e-05,1.6821140809769718e-05,3.77814719661478e-05
4.912556494399686e-05,1.7319316233395106e-05,3.377864851627286e-05,1.6821140809769718e-05,3.77814719661478e-05
4.912556494399686e-05,1.7319316233395106e-05,1.688932425813643e-05,3.3642281619539436e-05,3.77814719661478e-05
4.912556494399686e-05,1.7319316233395106e-05,1.688932425813643e-05,3.3642281619539436e-05,3.77814719661478e-05
4.912556494399686e-05,1.7319316233395106e-05,1.688932425813643e-05,3.3642281619539436e-05,3.77814719661478e-05
4.912556494399686e-05,1.7319316233395106e-05,1.688932425813643e-05,3.3642281619539436e-05,3.77814719661478e-05
4.912556494399686e-05,3.463863246679021e-05,1.688932425813643e-05,1.6821140809769718e-05,3.77814719661478e-05
4.912556494399686e-05,1.7319316233395106e-05,3.377864851627286e-05,1.6821140809769718e-05,3.77814719661478e-05
4.912556494399686e-05,1.7319316233395106e-05,3.377864851627286e-05,1.6821140809769718e-05,3.77814719661478e-05
4.912556494399686e-05,1.7319316233395106e-05,5.06679727744093e-05,1.6821140809769718e-05,3.77814719661478e-05
4.912556494399686e-05,3.463863246679021e-05,1.688932425813643e-05,1.6821140809769718e-05,3.77814719661478e-05
4.912556494399686e-05,1.7319316233395106e-05,1.688932425813643e-05,3.3642281619539436e-05,3.77814719661478e-05
9.825112988799372e-05,1.7319316233395106e-05,1.688932425813643e-05,1.6821140809769718e-05,3.77814719661478e-05
4.912556494399686e-05,3.463863246679021e-05,8.444662129068216e-05,0.00010092684485861832,3.77814719661478e-05
4.912556494399686e-05,1.7319316233395106e-05,1.688932425813643e-05,1.6821140809769718e-05,7.55629439322956e-05
4.912556494399686e-05,1.7319316233395106e-05,1.688932425813643e-05,3.3642281619539436e-05,3.77814719661478e-05
4.912556494399686e-05,1.7319316233395106e-05,0.00011822526980695502,5.046342242930916e-05,3.77814719661478e-05
